Gene_ID	1021_a	1021_b	1021_c
SMa0326	67.54767767	65.2200388	69.46435948
SMa0329	82.37521667	60.87203622	90.91658814
SMa5017	16.47504333	12.17440724	11.23688168
YP_002000333.1	16.47504333	12.17440724	11.23688168
SMa0333	23.06506067	10.43520621	19.40915927
SMa0335	14.827539	26.95761604	32.68911034
SMa0337	13.18003467	8.696005174	6.12920819
SMa0339	23.06506067	39.13202328	37.79678384
SMa0340	28.00757367	33.04481966	22.47376336
SMa0341	21.41755633	8.696005174	10.21534698
SMa0343	9.885026	12.17440724	17.36608987
SMa0346	18.12254767	21.74001293	32.68911034
SMa0347	148.27539	149.571289	167.5316905
SMa0349	28.00757367	26.95761604	17.36608987
SMa0352	19.770052	14.7832088	23.49529806
SMa0353	102.1452687	129.5704771	114.4118862
SMa0355	257.010676	241.7489438	238.0175847
SMa0357	67.54767767	52.17603104	63.33515129
SMa0359	184.5204853	147.832088	153.2302047
SMa0360	611.2241077	650.461187	552.6502718
SMa0364	62.60516467	52.17603104	77.63663707
SMa0367	24.712565	26.08801552	52.09826961
SMa0369	105.4402773	107.8304642	89.89505345
SMa0372	329.5008667	356.5362121	254.3621399
SMa0374	123.562825	115.6568688	91.93812284
SMa0376	105.4402773	80.0032476	65.37822069
SMa5018	32.95008667	31.30561863	19.40915927
SMa0380	324.5583537	348.7098075	272.7497644
SMa5019	11.53253033	7.826404656	9.193812284
SMa0383	41.18760834	55.65443311	54.14133901
SMa0384	0	0	0
SMa0387	441.5311614	389.5810318	422.9153651
SMa0389	210.8805547	260.0105547	211.4576825
SMa0391	283.3707453	220.0089309	307.4819442
SMa0392	527.2013867	510.4555037	537.3272513
SMa0394	140.0378683	135.6576807	134.8425802
SMa0396	110.3827903	86.96005174	80.70124116
SMa0398	311.378319	331.3177971	357.5371444
SMa0400	255.3631717	263.4889568	308.5034789
SMa0402	92.26024267	86.09045122	90.91658814
SMa0403	215.8230677	225.226534	202.2638703
SMa0404	79.080208	78.26404656	105.2180739
SMa0405	1.647504333	0.869600517	5.107673491
SMa0407	123.562825	132.1792786	110.3257474
SMa0412	153.217903	173.050503	137.9071843
SMa0414	51.07263434	50.43683001	61.2920819
SMa0417	19.770052	16.52240983	20.43069397
SMa5020	18.12254767	15.65280931	28.60297155
SMa0421	9.885026	9.565605691	11.23688168
SMa5021	11.53253033	7.826404656	19.40915927
SMa0424	67.54767767	79.13364708	75.59356767
SMa0426	57.66265167	59.13283518	57.2059431
SMa0429	347.6234144	331.3177971	258.4482787
SMa0431	260.3056847	267.8369593	236.99605
SMa0433	49.42513	29.56641759	36.77524914
SMa0436	13.18003467	22.60961345	19.40915927
SMa5022	41.18760834	30.43601811	35.75371444
SMa5023	21.41755633	19.13121138	18.38762457
SMa0444	3.295008667	6.087203622	1.021534698
SMa0445	0	0.869600517	0
SMa0447	135.0953553	167.8328999	136.8856496
SMa0448	42.83511267	35.65362121	37.79678384
SMa0450	8.237521667	13.91360828	15.32302047
SMa0453	276.780728	336.5354002	322.8049646
SMa0461	0	0	0
SMa0462	233.9456153	226.965735	231.8883765
SMa0464	214.1755633	200.8777195	212.4792172
SMa0466	316.320832	297.4033769	248.2329317
SMa0467	49.42513	57.39363415	58.2274778
SMa0469	60.95766034	58.26323466	54.14133901
SMa0470	70.84268634	60.87203622	81.72277586
SMa0471	309.7308147	293.9249749	326.8911034
SMa0473	172.987955	175.6593045	240.0606541
SMa0475	0	0	0
SMa0476	0	0	0
SMa0478	31.30258233	33.91442018	46.99059612
SMa5024	3.295008667	9.565605691	8.172277586
SMa0483	74.137695	73.04644346	79.67970646
SMa0485	220.7655807	209.5737247	192.0485233
SMa0486	64.252669	65.2200388	71.50742888
SMa0489	131.8003467	114.7872683	109.3042127
SMa0492	41.18760834	53.91523208	52.09826961
SMa0493	148.27539	152.1800905	126.6703026
SMa0495	156.5129117	166.9632993	158.3378782
SMa0496	210.8805547	236.5313407	179.7901069
SMa0498	238.8881283	206.9649231	165.4886211
SMa0499	123.562825	80.87284811	66.39975539
SMa0501	44.482617	35.65362121	58.2274778
SMa0503	21.41755633	24.34881449	42.90445733
SMa0506	80.72771234	92.17765484	91.93812284
SMa0508	75.78519934	61.74163673	71.50742888
SMa0510	42.83511267	39.13202328	45.96906142
SMa0512	44.482617	36.52322173	62.31361659
SMa0513	28.00757367	26.95761604	31.66757565
SMa0514	23.06506067	20.87041242	19.40915927
SMa0516	28.00757367	35.65362121	48.01213082
SMa0518	18.12254767	27.82721656	29.62450625
SMa0520	675.4767767	579.1539446	618.0284924
SMa0522	82.37521667	64.35043828	68.44282478
SMa0523	51.07263434	26.08801552	30.64604095
SMa0525	28.00757367	16.52240983	56.1844084
SMa0526	37.89259967	33.91442018	45.96906142
